,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,1.0457202994871482,0.010102331042467265,0.5477840343010494,-0.8793087542464723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.0041021756529806405,-0.010829154491424365,0.0022031250000002244,1.942890293094024e-16,1.942890293094024e-16,1.942890293094024e-16,2.0400348077487253e-16,0.0008984375000011137,0.009418701171875194,1.942890293094024e-16,2.0400348077487253e-16,1.942890293094024e-16,1.5178830414797062e-18,0.0032384276390077693,1.942890293094024e-16,1.942890293094024e-16,0.007468261718750181,1.942890293094024e-16,1.942890293094024e-16,2.0400348077487253e-16,2.0400348077487253e-16,2.0400348077487253e-16,2.0400348077487253e-16,2.0400348077487253e-16,1.942890293094024e-16,1.942890293094024e-16,1.942890293094024e-16,2.0400348077487253e-16,0.0031128845214864207,2.0400348077487253e-16,0.0021296123079957794,1.942890293094024e-16,2.0400348077487253e-16,0.002589406002313101,2.0400348077487253e-16,1.942890293094024e-16,0.006417622808367191,0.012182735323906103,2.0400348077487253e-16,0.0018662109375000963,2.0400348077487253e-16,2.0400348077487253e-16,0.006393778264522731,2.0400348077487253e-16,2.0400348077487253e-16,1.942890293094024e-16,1.942890293094024e-16,2.0400348077487253e-16,1.942890293094024e-16,1.942890293094024e-16,2.0400348077487253e-16,0.1,0.1
