,final_simplex,fun,message,nfev,nit,status,success,x
0,"(array([[ 2.68149527,  0.05914904,  0.57880534, -0.87999997,  0.01980907],
       [ 2.6815474 ,  0.05914516,  0.5788151 , -0.87999999,  0.01981132],
       [ 2.68152516,  0.05915067,  0.57880322, -0.87999998,  0.01981038],
       [ 2.68150461,  0.0591523 ,  0.57879916, -0.87999998,  0.0198095 ],
       [ 2.68150663,  0.05915025,  0.57880337, -0.87999993,  0.01980957],
       [ 2.68152359,  0.05914625,  0.57881201, -0.87999998,  0.01981028]]), array([209.14108672, 209.14112968, 209.14113373, 209.14113677,
       209.14113748, 209.14114893]))",209.14108671646275,Optimization terminated successfully.,383,212,0,True,[ 2.68149527  0.05914904  0.57880534 -0.87999997  0.01980907]
