,final_simplex,fun,message,nfev,nit,status,success,x
0,"(array([[ 1.01000007,  0.01562828,  0.12339051, -0.87995482,  0.0130298 ],
       [ 1.01000011,  0.01562865,  0.12339431, -0.87995481,  0.0130285 ],
       [ 1.01000053,  0.01562799,  0.12338741, -0.8799548 ,  0.0130309 ],
       [ 1.01000089,  0.01562837,  0.12339133, -0.87995482,  0.01302957],
       [ 1.01000095,  0.01562835,  0.12339114, -0.87995482,  0.01302964],
       [ 1.01000102,  0.01562835,  0.12339104, -0.87995482,  0.01302968]]), array([15759.89592822, 15759.89883272, 15759.90181001, 15759.90286158,
       15759.9035312 , 15759.9041421 ]))",15759.895928223586,Maximum number of function evaluations has been exceeded.,1001,584,1,False,[ 1.01000007  0.01562828  0.12339051 -0.87995482  0.0130298 ]
