,final_simplex,fun,message,nfev,nit,status,success,x
0,"(array([[ 1.01000002,  0.1129358 ,  0.24539779, -0.64275068,  0.01      ],
       [ 1.01000001,  0.11293372,  0.24541267, -0.64274999,  0.01      ],
       [ 1.01000001,  0.11293745,  0.24538601, -0.64275122,  0.01      ],
       [ 1.01000002,  0.11293478,  0.24540508, -0.64275034,  0.01      ],
       [ 1.01000002,  0.1129349 ,  0.24540424, -0.64275038,  0.01      ],
       [ 1.01000002,  0.1129356 ,  0.24539922, -0.64275061,  0.01      ]]), array([4858.41987304, 4858.41990288, 4858.41991093, 4858.41994233,
       4858.41994744, 4858.41996822]))",4858.419873044771,Optimization terminated successfully.,776,443,0,True,[ 1.01000002  0.1129358   0.24539779 -0.64275068  0.01      ]
