,final_simplex,fun,message,nfev,nit,status,success,x
0,"(array([[ 1.01000566,  0.04472652,  0.35183565, -0.87999981,  0.02100968],
       [ 1.01001535,  0.04472671,  0.35183657, -0.87999986,  0.02100958],
       [ 1.01002465,  0.04472696,  0.35183748, -0.87999938,  0.02100962],
       [ 1.01000604,  0.04472669,  0.35183612, -0.8799988 ,  0.02100966],
       [ 1.01003009,  0.04472735,  0.35184143, -0.87999947,  0.02100751],
       [ 1.01002098,  0.04472689,  0.35183692, -0.87999915,  0.02100984]]), array([60.63930642, 60.63932654, 60.63938163, 60.63938449, 60.63938699,
       60.63938971]))",60.63930641963452,Optimization terminated successfully.,532,307,0,True,[ 1.01000566  0.04472652  0.35183565 -0.87999981  0.02100968]
