,close,strike_price,price,rf,S/K,day_diff,weekNo,date,exdate,impl_volatility,vega
50891,1293.77,1200.0,140.85,0.04,1.0781416666666666,270.0,12,2011-03-22,2011-12-17,0.229579,398.9497
50893,1293.77,1250.0,107.95,0.04,1.035016,270.0,12,2011-03-22,2011-12-17,0.21639,425.8958
50895,1293.77,1300.0,78.30000000000001,0.04,0.9952076923076923,270.0,12,2011-03-22,2011-12-17,0.202002,435.7253
50897,1293.77,1350.0,53.2,0.04,0.9583481481481482,270.0,12,2011-03-22,2011-12-17,0.188039,421.522
50899,1293.77,1400.0,33.5,0.04,0.9241214285714285,270.0,12,2011-03-22,2011-12-17,0.175359,378.7371
58445,1332.41,1375.0,20.85,0.04,0.9690254545454546,90.0,13,2011-04-01,2011-06-30,0.152079,237.4145
59466,1332.87,1300.0,96.55,0.04,1.0252846153846153,270.0,14,2011-04-04,2011-12-30,0.19706400000000002,444.0284
59468,1332.87,1350.0,67.95,0.04,0.987311111111111,270.0,14,2011-04-04,2011-12-30,0.18353599999999998,448.3325
59470,1332.87,1425.0,34.849999999999994,0.04,0.9353473684210526,270.0,14,2011-04-04,2011-12-30,0.164913,399.3789
68461,1312.62,1215.0,102.75,0.04,1.0803456790123456,60.0,16,2011-04-19,2011-06-18,0.194981,126.5567
69604,1330.36,1225.0,126.55,0.04,1.086008163265306,150.0,16,2011-04-20,2011-09-17,0.21080700000000002,274.8638
69607,1330.36,1300.0,72.05000000000001,0.04,1.023353846153846,150.0,16,2011-04-20,2011-09-17,0.183247,328.793
69610,1330.36,1375.0,30.549999999999997,0.04,0.9675345454545454,150.0,16,2011-04-20,2011-09-17,0.155521,314.8775
69613,1330.36,1450.0,8.45,0.04,0.9174896551724138,150.0,16,2011-04-20,2011-09-17,0.13507,195.4154
70080,1337.38,1275.0,64.95,0.04,1.0489254901960785,30.0,16,2011-04-21,2011-05-21,0.16025799999999998,83.48257
70540,1337.38,1250.0,126.45,0.04,1.0699040000000002,240.0,16,2011-04-21,2011-12-17,0.20622,388.6732
70542,1337.38,1300.0,92.6,0.04,1.0287538461538461,240.0,16,2011-04-21,2011-12-17,0.191475,417.5658
70544,1337.38,1335.0,71.55,0.04,1.0017827715355807,240.0,16,2011-04-21,2011-12-17,0.181383,425.1873
70546,1337.38,1375.0,50.8,0.04,0.9726400000000001,240.0,16,2011-04-21,2011-12-17,0.170542,415.8268
70548,1337.38,1425.0,30.15,0.04,0.9385122807017544,240.0,16,2011-04-21,2011-12-17,0.15759,371.395
70550,1337.38,1475.0,15.75,0.04,0.9066983050847458,240.0,16,2011-04-21,2011-12-17,0.1458,292.4686
77435,1356.62,1250.0,128.15,0.04,1.0852959999999998,150.0,18,2011-05-03,2011-09-30,0.209454,281.9987
77438,1356.62,1325.0,74.1,0.04,1.0238641509433961,150.0,18,2011-05-03,2011-09-30,0.183811,336.2067
77441,1356.62,1400.0,33.4,0.04,0.9690142857142856,150.0,18,2011-05-03,2011-09-30,0.159998,325.1702
77444,1356.62,1475.0,10.25,0.04,0.9197423728813559,150.0,18,2011-05-03,2011-09-30,0.140248,214.6517
78437,1347.32,1250.0,135.65,0.04,1.077856,240.0,18,2011-05-04,2011-12-30,0.213381,386.9094
78439,1347.32,1325.0,85.8,0.04,1.016845283018868,240.0,18,2011-05-04,2011-12-30,0.192055,426.4727
78441,1347.32,1400.0,46.65,0.04,0.9623714285714285,240.0,18,2011-05-04,2011-12-30,0.17216099999999998,411.9649
78443,1347.32,1450.0,27.85,0.04,0.9291862068965516,240.0,18,2011-05-04,2011-12-30,0.16046400000000002,361.2244
86574,1328.98,1225.0,110.0,0.04,1.0848816326530613,60.0,20,2011-05-17,2011-07-16,0.20945500000000003,129.9585
86624,1328.98,1475.0,0.35,0.04,0.9010033898305085,60.0,20,2011-05-17,2011-07-16,0.12303499999999999,20.44203
88203,1343.6,1285.0,63.0,0.04,1.0456031128404668,30.0,20,2011-05-19,2011-06-18,0.173148,96.70876
89516,1333.27,1240.0,112.0,0.04,1.0752177419354838,120.0,20,2011-05-20,2011-09-17,0.20568499999999998,246.4545
89521,1333.27,1300.0,67.8,0.04,1.0255923076923077,120.0,20,2011-05-20,2011-09-17,0.18173,291.8673
89526,1333.27,1330.0,49.1,0.04,1.0024586466165413,120.0,20,2011-05-20,2011-09-17,0.170415,300.3988
89531,1333.27,1355.0,35.650000000000006,0.04,0.9839630996309963,120.0,20,2011-05-20,2011-09-17,0.161164,294.8591
89536,1333.27,1380.0,24.450000000000003,0.04,0.9661376811594202,120.0,20,2011-05-20,2011-09-17,0.152304,274.948
89541,1333.27,1425.0,10.15,0.04,0.9356280701754386,120.0,20,2011-05-20,2011-09-17,0.136776,202.0423
89546,1333.27,1480.0,2.75,0.04,0.9008581081081081,120.0,20,2011-05-20,2011-09-17,0.126582,98.30972
97130,1312.94,1250.0,88.69999999999999,0.04,1.050352,120.0,22,2011-06-02,2011-09-30,0.195603,269.2353
97135,1312.94,1375.0,19.6,0.04,0.9548654545454546,120.0,22,2011-06-02,2011-09-30,0.15195699999999998,254.5334
98114,1300.16,1200.0,131.05,0.04,1.0834666666666668,210.0,22,2011-06-03,2011-12-30,0.21411100000000002,339.8895
98116,1300.16,1300.0,65.6,0.04,1.000123076923077,210.0,22,2011-06-03,2011-12-30,0.184358,387.885
98118,1300.16,1350.0,40.75,0.04,0.9630814814814815,210.0,22,2011-06-03,2011-12-30,0.170059,370.1649
98120,1300.16,1425.0,15.85,0.04,0.9123929824561404,210.0,22,2011-06-03,2011-12-30,0.15124500000000002,274.5407
105545,1267.64,1160.0,112.55000000000001,0.04,1.0927931034482758,30.0,24,2011-06-16,2011-07-16,0.28874299999999997,73.7302
107725,1278.36,1175.0,132.85000000000002,0.04,1.0879659574468084,180.0,25,2011-06-20,2011-12-17,0.23008,302.5993
107726,1278.36,1180.0,129.05,0.04,1.0833559322033897,180.0,25,2011-06-20,2011-12-17,0.228229,306.4644
107727,1278.36,1185.0,125.35,0.04,1.0787848101265822,180.0,25,2011-06-20,2011-12-17,0.22659,310.2997
107728,1278.36,1200.0,114.19999999999999,0.04,1.0653,180.0,25,2011-06-20,2011-12-17,0.22081599999999998,321.0252
107729,1278.36,1225.0,96.4,0.04,1.0435591836734692,180.0,25,2011-06-20,2011-12-17,0.21121700000000002,336.4399
107730,1278.36,1245.0,83.4,0.04,1.0267951807228914,180.0,25,2011-06-20,2011-12-17,0.204866,345.7323
107731,1278.36,1250.0,80.30000000000001,0.04,1.0226879999999998,180.0,25,2011-06-20,2011-12-17,0.20335899999999998,347.5038
107732,1278.36,1275.0,65.25,0.04,1.002635294117647,180.0,25,2011-06-20,2011-12-17,0.194873,352.4357
107733,1278.36,1285.0,59.5,0.04,0.9948326848249026,180.0,25,2011-06-20,2011-12-17,0.191152,352.336
107734,1278.36,1300.0,51.8,0.04,0.983353846153846,180.0,25,2011-06-20,2011-12-17,0.18695,349.6916
107735,1278.36,1325.0,39.55,0.04,0.9647999999999999,180.0,25,2011-06-20,2011-12-17,0.178066,337.6844
107736,1278.36,1335.0,35.3,0.04,0.9575730337078651,180.0,25,2011-06-20,2011-12-17,0.175086,330.1759
107737,1278.36,1350.0,30.0,0.04,0.9469333333333333,180.0,25,2011-06-20,2011-12-17,0.17245,316.8195
107738,1278.36,1375.0,21.3,0.04,0.9297163636363636,180.0,25,2011-06-20,2011-12-17,0.164365,285.2872
107739,1278.36,1400.0,15.05,0.04,0.9131142857142857,180.0,25,2011-06-20,2011-12-17,0.15931199999999998,248.3936
107740,1278.36,1415.0,11.7,0.04,0.9034346289752649,180.0,25,2011-06-20,2011-12-17,0.155054,222.105
107741,1278.36,1420.0,10.8,0.04,0.9002535211267605,180.0,25,2011-06-20,2011-12-17,0.154087,213.6648
108381,1295.52,1270.0,49.2,0.04,1.0200944881889764,60.0,25,2011-06-21,2011-08-20,0.183436,198.075
108724,1295.52,1200.0,138.14999999999998,0.04,1.0796,270.0,25,2011-06-21,2012-03-17,0.22108699999999998,397.1421
108726,1295.52,1250.0,104.15,0.04,1.036416,270.0,25,2011-06-21,2012-03-17,0.206065,425.7318
108728,1295.52,1300.0,74.6,0.04,0.9965538461538461,270.0,25,2011-06-21,2012-03-17,0.19236199999999998,436.1063
108730,1295.52,1350.0,50.3,0.04,0.9596444444444444,270.0,25,2011-06-21,2012-03-17,0.1802,420.4624
108732,1295.52,1400.0,30.700000000000003,0.04,0.9253714285714285,270.0,25,2011-06-21,2012-03-17,0.167128,373.3877
111350,1268.45,1275.0,48.8,0.04,0.9948627450980393,120.0,25,2011-06-24,2011-10-22,0.192857,285.5153
111355,1268.45,1400.0,6.15,0.04,0.9060357142857143,120.0,25,2011-06-24,2011-10-22,0.150723,143.3269
125162,1326.73,1365.0,14.9,0.04,0.97196336996337,60.0,29,2011-07-19,2011-09-17,0.148096,185.2875
126332,1325.84,1245.0,110.69999999999999,0.04,1.0649317269076304,150.0,29,2011-07-20,2011-12-17,0.213754,297.9824
126335,1325.84,1285.0,81.9,0.04,1.0317821011673152,150.0,29,2011-07-20,2011-12-17,0.197404,323.2898
126338,1325.84,1310.0,66.55,0.04,1.012091603053435,150.0,29,2011-07-20,2011-12-17,0.19031900000000002,332.2406
126341,1325.84,1325.0,57.7,0.04,1.000633962264151,150.0,29,2011-07-20,2011-12-17,0.185026,333.909
126344,1325.84,1375.0,32.65,0.04,0.9642472727272726,150.0,29,2011-07-20,2011-12-17,0.167821,313.5314
126347,1325.84,1415.0,18.15,0.04,0.9369893992932862,150.0,29,2011-07-20,2011-12-17,0.15493900000000002,264.3373
126350,1325.84,1450.0,9.8,0.04,0.9143724137931034,150.0,29,2011-07-20,2011-12-17,0.145618,203.1383
126840,1343.8,1445.0,0.375,0.04,0.9299653979238754,30.0,29,2011-07-21,2011-08-20,0.130601,18.86642
127314,1343.8,1250.0,132.15,0.04,1.07504,240.0,29,2011-07-21,2012-03-17,0.21133400000000002,387.0763
127316,1343.8,1300.0,98.2,0.04,1.0336923076923077,240.0,29,2011-07-21,2012-03-17,0.197138,417.0477
127318,1343.8,1350.0,68.6,0.04,0.9954074074074074,240.0,29,2011-07-21,2012-03-17,0.183318,426.6676
127320,1343.8,1375.0,55.7,0.04,0.9773090909090909,240.0,29,2011-07-21,2012-03-17,0.176587,420.8254
127322,1343.8,1425.0,34.2,0.04,0.9430175438596491,240.0,29,2011-07-21,2012-03-17,0.163706,383.3731
127324,1343.8,1475.0,18.8,0.04,0.9110508474576271,240.0,29,2011-07-21,2012-03-17,0.152102,312.5426
128138,1345.02,1300.0,76.1,0.04,1.0346307692307692,120.0,29,2011-07-22,2011-11-19,0.186307,288.0206
128143,1345.02,1425.0,13.8,0.04,0.9438736842105263,120.0,29,2011-07-22,2011-11-19,0.14269600000000002,229.65099999999998
134027,1286.94,1215.0,88.1,0.04,1.0592098765432099,60.0,31,2011-08-01,2011-09-30,0.231808,168.5566
135016,1254.05,1175.0,112.05,0.04,1.0672765957446808,150.0,31,2011-08-02,2011-12-30,0.233026,284.5427
135019,1254.05,1250.0,63.25,0.04,1.00324,150.0,31,2011-08-02,2011-12-30,0.20695300000000003,316.6411
135022,1254.05,1325.0,27.95,0.04,0.9464528301886792,150.0,31,2011-08-02,2011-12-30,0.182158,282.9118
135980,1260.34,1200.0,114.15,0.04,1.0502833333333332,240.0,31,2011-08-03,2012-03-30,0.226885,383.7651
135982,1260.34,1400.0,20.35,0.04,0.9002428571428571,240.0,31,2011-08-03,2012-03-30,0.170993,297.9028
146849,1123.53,1075.0,103.75,0.04,1.0451441860465116,120.0,33,2011-08-19,2011-12-17,0.32583,241.8827
146854,1123.53,1140.0,64.4,0.04,0.9855526315789473,120.0,33,2011-08-19,2011-12-17,0.29415399999999997,252.9809
146859,1123.53,1200.0,36.150000000000006,0.04,0.936275,120.0,33,2011-08-19,2011-12-17,0.26611999999999997,234.1103
148478,1162.35,1125.0,75.5,0.04,1.0332,60.0,34,2011-08-23,2011-10-22,0.313255,176.0433
154707,1218.89,1180.0,62.3,0.04,1.0329576271186443,30.0,35,2011-08-31,2011-09-30,0.305077,126.1525
155738,1204.42,1200.0,72.05,0.04,1.0036833333333335,120.0,35,2011-09-01,2011-12-30,0.26813200000000004,271.9431
155743,1204.42,1325.0,18.45,0.04,0.9089962264150944,120.0,35,2011-09-01,2011-12-30,0.21783200000000003,205.9963
156780,1173.97,1100.0,134.8,0.04,1.0672454545454546,210.0,35,2011-09-02,2012-03-30,0.294161,327.8909
156782,1173.97,1300.0,33.5,0.04,0.9030538461538462,210.0,35,2011-09-02,2012-03-30,0.22906100000000001,300.5031
166203,1204.09,1100.0,153.95,0.04,1.0946272727272726,180.0,38,2011-09-19,2012-03-17,0.313699,295.1414
166204,1204.09,1125.0,136.45,0.04,1.070302222222222,180.0,38,2011-09-19,2012-03-17,0.304286,307.9757
166205,1204.09,1150.0,119.75,0.04,1.0470347826086956,180.0,38,2011-09-19,2012-03-17,0.29488600000000004,318.666
166206,1204.09,1175.0,104.05000000000001,0.04,1.0247574468085106,180.0,38,2011-09-19,2012-03-17,0.28589000000000003,326.6224
166207,1204.09,1200.0,89.5,0.04,1.0034083333333332,180.0,38,2011-09-19,2012-03-17,0.27751,331.2024
166208,1204.09,1225.0,75.8,0.04,0.9829306122448979,180.0,38,2011-09-19,2012-03-17,0.268624,331.8144
166209,1204.09,1250.0,63.3,0.04,0.9632719999999999,180.0,38,2011-09-19,2012-03-17,0.2601,327.9025
166210,1204.09,1275.0,52.25,0.04,0.9443843137254901,180.0,38,2011-09-19,2012-03-17,0.25256,319.1732
166211,1204.09,1300.0,41.95,0.04,0.9262230769230768,180.0,38,2011-09-19,2012-03-17,0.24369200000000002,305.0253
166212,1204.09,1325.0,33.150000000000006,0.04,0.9087471698113206,180.0,38,2011-09-19,2012-03-17,0.235792,285.8767
166927,1202.09,1315.0,9.25,0.04,0.9141368821292775,60.0,38,2011-09-20,2011-11-19,0.22871100000000003,119.0574
167278,1202.09,1125.0,149.9,0.04,1.0685244444444444,270.0,38,2011-09-20,2012-06-16,0.295123,381.8635
167280,1202.09,1175.0,118.65,0.04,1.023055319148936,270.0,38,2011-09-20,2012-06-16,0.27934200000000003,399.2758
167282,1202.09,1225.0,91.05,0.04,0.9812979591836734,270.0,38,2011-09-20,2012-06-16,0.264793,404.6277
167284,1202.09,1275.0,67.30000000000001,0.04,0.9428156862745097,270.0,38,2011-09-20,2012-06-16,0.251096,394.8895
167286,1202.09,1325.0,47.35,0.04,0.9072377358490565,270.0,38,2011-09-20,2012-06-16,0.237531,368.1129
168792,1129.56,1205.0,13.3,0.04,0.9373941908713692,30.0,38,2011-09-22,2011-10-22,0.316369,96.84431
170281,1136.43,1075.0,116.75,0.04,1.0571441860465116,120.0,38,2011-09-23,2012-01-21,0.34624,240.5584
170286,1136.43,1200.0,46.9,0.04,0.947025,120.0,38,2011-09-23,2012-01-21,0.291106,246.3018
176321,1099.23,1000.0,175.7,0.04,1.09923,270.0,40,2011-10-03,2012-06-29,0.361428,338.9391
176323,1099.23,1100.0,115.65,0.04,0.9993,270.0,40,2011-10-03,2012-06-29,0.328908,368.8391
176325,1099.23,1150.0,90.4,0.04,0.9558521739130434,270.0,40,2011-10-03,2012-06-29,0.31394299999999997,369.5323
176327,1099.23,1200.0,68.30000000000001,0.04,0.916025,270.0,40,2011-10-03,2012-06-29,0.298956,358.4005
186178,1225.38,1225.0,47.7,0.04,1.0003102040816327,60.0,42,2011-10-18,2011-12-17,0.254054,194.1124
187256,1209.88,1150.0,118.9,0.04,1.0520695652173915,150.0,42,2011-10-19,2012-03-17,0.30643899999999996,289.3058
187259,1209.88,1225.0,73.85,0.04,0.9876571428571429,150.0,42,2011-10-19,2012-03-17,0.277634,304.4324
187262,1209.88,1300.0,39.0,0.04,0.9306769230769232,150.0,42,2011-10-19,2012-03-17,0.24868200000000001,278.7117
187731,1215.39,1320.0,3.1,0.04,0.9207500000000001,30.0,42,2011-10-20,2011-11-19,0.22279200000000002,55.1616
188154,1215.39,1125.0,157.7,0.04,1.0803466666666668,240.0,42,2011-10-20,2012-06-16,0.310373,357.74699999999996
188156,1215.39,1175.0,125.35,0.04,1.0343744680851064,240.0,42,2011-10-20,2012-06-16,0.29328000000000004,377.0841
188158,1215.39,1225.0,96.15,0.04,0.9921551020408164,240.0,42,2011-10-20,2012-06-16,0.276375,385.6027
188160,1215.39,1275.0,70.85,0.04,0.9532470588235294,240.0,42,2011-10-20,2012-06-16,0.260519,379.7453
188162,1215.39,1325.0,49.95,0.04,0.9172754716981133,240.0,42,2011-10-20,2012-06-16,0.24619699999999997,357.1378
195996,1218.28,1200.0,98.19999999999999,0.04,1.0152333333333332,150.0,44,2011-11-01,2012-03-30,0.306132,304.7109
195999,1218.28,1350.0,26.85,0.04,0.9024296296296296,150.0,44,2011-11-01,2012-03-30,0.239483,249.8612
196978,1237.9,1150.0,153.45,0.04,1.0764347826086957,240.0,44,2011-11-02,2012-06-29,0.297871,366.6144
196980,1237.9,1200.0,120.95,0.04,1.0315833333333335,240.0,44,2011-11-02,2012-06-29,0.280566,385.8725
196982,1237.9,1250.0,91.7,0.04,0.9903200000000001,240.0,44,2011-11-02,2012-06-29,0.263481,393.4384
196984,1237.9,1300.0,66.19999999999999,0.04,0.9522307692307693,240.0,44,2011-11-02,2012-06-29,0.24669000000000002,385.1744
196986,1237.9,1350.0,45.55,0.04,0.916962962962963,240.0,44,2011-11-02,2012-06-29,0.232077,358.3541
206567,1216.13,1295.0,7.75,0.04,0.9390965250965252,30.0,46,2011-11-17,2011-12-17,0.244561,88.03956
207832,1215.65,1125.0,136.14999999999998,0.04,1.0805777777777779,120.0,46,2011-11-18,2012-03-17,0.33426,244.7207
207837,1215.65,1220.0,74.35,0.04,0.9964344262295083,120.0,46,2011-11-18,2012-03-17,0.29076199999999996,273.5576
207842,1215.65,1260.0,54.45,0.04,0.9648015873015874,120.0,46,2011-11-18,2012-03-17,0.27713899999999997,269.0191
207847,1215.65,1300.0,36.45,0.04,0.9351153846153847,120.0,46,2011-11-18,2012-03-17,0.257932,250.2322
207852,1215.65,1340.0,23.05,0.04,0.9072014925373135,120.0,46,2011-11-18,2012-03-17,0.24258600000000002,217.3874
209333,1188.04,1140.0,83.85,0.04,1.042140350877193,60.0,47,2011-11-22,2012-01-21,0.319801,176.1835
214596,1246.96,1175.0,84.2,0.04,1.0612425531914893,30.0,48,2011-11-30,2011-12-30,0.293713,106.5084
215623,1244.58,1225.0,82.35,0.04,1.0159836734693877,120.0,48,2011-12-01,2012-03-30,0.272796,278.5494
215628,1244.58,1330.0,30.799999999999997,0.04,0.9357744360902255,120.0,48,2011-12-01,2012-03-30,0.230938,250.1065
216697,1244.28,1175.0,136.05,0.04,1.0589617021276596,210.0,48,2011-12-02,2012-06-29,0.292323,351.7128
216699,1244.28,1225.0,104.6,0.04,1.015738775510204,210.0,48,2011-12-02,2012-06-29,0.27488,367.4142
216701,1244.28,1275.0,76.94999999999999,0.04,0.9759058823529412,210.0,48,2011-12-02,2012-06-29,0.258083,369.2799
216703,1244.28,1325.0,53.55,0.04,0.9390792452830189,210.0,48,2011-12-02,2012-06-29,0.241862,353.2222
216705,1244.28,1375.0,34.849999999999994,0.04,0.9049309090909091,210.0,48,2011-12-02,2012-06-29,0.226569,317.1131
227002,1205.35,1100.0,148.85000000000002,0.04,1.0957727272727271,180.0,51,2011-12-19,2012-06-16,0.29578499999999996,292.3238
227003,1205.35,1125.0,131.5,0.04,1.071422222222222,180.0,51,2011-12-19,2012-06-16,0.287641,306.3166
227004,1205.35,1135.0,124.75,0.04,1.0619823788546254,180.0,51,2011-12-19,2012-06-16,0.284231,311.2589
227005,1205.35,1150.0,114.85,0.04,1.0481304347826086,180.0,51,2011-12-19,2012-06-16,0.278985,317.8627
227006,1205.35,1165.0,105.05000000000001,0.04,1.034635193133047,180.0,51,2011-12-19,2012-06-16,0.273019,323.3694
227007,1205.35,1175.0,98.95,0.04,1.0258297872340425,180.0,51,2011-12-19,2012-06-16,0.269789,326.3726
227008,1205.35,1200.0,84.1,0.04,1.0044583333333332,180.0,51,2011-12-19,2012-06-16,0.260748,331.1489
227009,1205.35,1215.0,75.9,0.04,0.9920576131687242,180.0,51,2011-12-19,2012-06-16,0.255912,331.9072
227010,1205.35,1225.0,70.65,0.04,0.9839591836734694,180.0,51,2011-12-19,2012-06-16,0.252664,331.4494
227011,1205.35,1230.0,68.0,0.04,0.9799593495934958,180.0,51,2011-12-19,2012-06-16,0.250756,330.9097
227012,1205.35,1250.0,58.05,0.04,0.9642799999999999,180.0,51,2011-12-19,2012-06-16,0.24365100000000003,326.5892
227013,1205.35,1275.0,47.15,0.04,0.9453725490196078,180.0,51,2011-12-19,2012-06-16,0.23612600000000003,316.2466
227014,1205.35,1300.0,37.1,0.04,0.9271923076923076,180.0,51,2011-12-19,2012-06-16,0.227296,299.7277
227015,1205.35,1325.0,28.55,0.04,0.9096981132075471,180.0,51,2011-12-19,2012-06-16,0.219129,277.4409
227676,1241.3,1170.0,90.75,0.04,1.060940170940171,60.0,51,2011-12-20,2012-02-18,0.261374,165.2133
229459,1254.0,1150.0,106.9,0.04,1.0904347826086958,30.0,51,2011-12-22,2012-01-21,0.258314,65.43897
230859,1265.33,1175.0,119.4,0.04,1.0768765957446809,120.0,51,2011-12-23,2012-04-21,0.255894,245.9546
230864,1265.33,1300.0,40.8,0.04,0.9733307692307692,120.0,51,2011-12-23,2012-04-21,0.20540799999999998,277.8092
231860,1265.43,1175.0,150.9,0.04,1.0769617021276596,270.0,52,2011-12-27,2012-09-22,0.266877,394.8867
231862,1265.43,1225.0,118.19999999999999,0.04,1.0330040816326531,270.0,52,2011-12-27,2012-09-22,0.251104,416.6235
231864,1265.43,1275.0,88.85,0.04,0.9924941176470589,270.0,52,2011-12-27,2012-09-22,0.235526,425.0597
231866,1265.43,1325.0,63.349999999999994,0.04,0.9550415094339623,270.0,52,2011-12-27,2012-09-22,0.22013000000000002,415.25800000000004
231868,1265.43,1375.0,43.3,0.04,0.9203127272727273,270.0,52,2011-12-27,2012-09-22,0.207884,384.564
