secid,date,close
108105,20080801,1260.31
108105,20080804,1249.01
108105,20080805,1284.88
108105,20080806,1289.19
108105,20080807,1266.07
108105,20080808,1296.32
108105,20080811,1305.32
108105,20080812,1289.59
108105,20080813,1285.83
108105,20080814,1292.93
108105,20080815,1298.2
108105,20080818,1278.6
108105,20080819,1266.69
108105,20080820,1274.54
108105,20080821,1277.72
108105,20080822,1292.2
108105,20080825,1266.84
108105,20080826,1271.51
108105,20080827,1281.66
108105,20080828,1300.68
108105,20080829,1282.83
108105,20080902,1277.58
108105,20080903,1274.98
108105,20080904,1236.83
108105,20080905,1242.31
108105,20080908,1267.79
108105,20080909,1224.51
108105,20080910,1232.04
108105,20080911,1249.05
108105,20080912,1251.7
108105,20080915,1192.7
108105,20080916,1213.6
108105,20080917,1156.39
108105,20080918,1206.51
108105,20080919,1255.08
108105,20080922,1207.09
108105,20080923,1188.22
108105,20080924,1185.87
108105,20080925,1209.18
108105,20080926,1213.27
108105,20080929,1106.42
108105,20080930,1166.36
108105,20081001,1161.06
108105,20081002,1114.28
108105,20081003,1099.23
108105,20081006,1056.89
108105,20081007,996.23
108105,20081008,984.94
108105,20081009,909.92
108105,20081010,899.22
108105,20081013,1003.35
108105,20081014,998.01
108105,20081015,907.84
108105,20081016,946.43
108105,20081017,940.55
108105,20081020,985.4
108105,20081021,955.05
108105,20081022,896.78
108105,20081023,908.11
108105,20081024,876.77
108105,20081027,848.92
108105,20081028,940.51
108105,20081029,930.09
108105,20081030,954.09
108105,20081031,968.75
108105,20081103,966.3
108105,20081104,1005.75
108105,20081105,952.77
108105,20081106,904.88
108105,20081107,930.99
108105,20081110,919.21
108105,20081111,898.95
108105,20081112,852.3
108105,20081113,911.29
108105,20081114,873.29
108105,20081117,850.75
108105,20081118,859.12
108105,20081119,806.58
108105,20081120,752.44
108105,20081121,800.03
108105,20081124,851.81
108105,20081125,857.39
108105,20081126,887.68
108105,20081128,896.24
108105,20081201,816.21
108105,20081202,848.81
108105,20081203,870.74
108105,20081204,845.22
108105,20081205,876.07
108105,20081208,909.7
108105,20081209,888.67
108105,20081210,899.24
108105,20081211,873.59
108105,20081212,879.73
108105,20081215,868.57
108105,20081216,913.18
108105,20081217,904.42
108105,20081218,885.28
108105,20081219,887.88
108105,20081222,871.63
108105,20081223,863.16
108105,20081224,868.15
108105,20081226,872.8
108105,20081229,869.42
108105,20081230,890.64
108105,20081231,903.25
108105,20090102,931.8
108105,20090105,927.45
108105,20090106,934.7
108105,20090107,906.65
108105,20090108,909.73
108105,20090109,890.35
108105,20090112,870.26
108105,20090113,871.79
108105,20090114,842.62
108105,20090115,843.74
108105,20090116,850.12
108105,20090120,805.22
108105,20090121,840.24
108105,20090122,827.5
108105,20090123,831.95
108105,20090126,836.57
108105,20090127,845.71
108105,20090128,874.09
108105,20090129,845.14
108105,20090130,825.88
108105,20090202,825.44
108105,20090203,838.51
108105,20090204,832.23
108105,20090205,845.85
108105,20090206,868.6
108105,20090209,869.89
108105,20090210,827.16
108105,20090211,833.74
108105,20090212,835.19
108105,20090213,826.84
108105,20090217,789.17
108105,20090218,788.42
108105,20090219,778.94
108105,20090220,770.05
108105,20090223,743.33
108105,20090224,773.14
108105,20090225,764.9
108105,20090226,752.83
108105,20090227,735.09
108105,20090302,700.82
108105,20090303,696.33
108105,20090304,712.87
108105,20090305,682.55
108105,20090306,683.38
108105,20090309,676.53
108105,20090310,719.6
108105,20090311,721.36
108105,20090312,750.74
108105,20090313,756.55
108105,20090316,753.89
108105,20090317,778.12
108105,20090318,794.35
108105,20090319,784.04
108105,20090320,768.54
108105,20090323,822.92
108105,20090324,806.25
108105,20090325,813.88
108105,20090326,832.86
108105,20090327,815.94
108105,20090330,787.53
108105,20090331,797.87
108105,20090401,811.08
108105,20090402,834.38
108105,20090403,842.5
108105,20090406,835.48
108105,20090407,815.55
108105,20090408,825.16
108105,20090409,856.56
108105,20090413,858.73
108105,20090414,841.5
108105,20090415,852.06
108105,20090416,865.3
108105,20090417,869.6
108105,20090420,832.39
108105,20090421,850.08
108105,20090422,843.55
108105,20090423,851.92
108105,20090424,866.23
108105,20090427,857.51
108105,20090428,855.16
108105,20090429,873.64
108105,20090430,872.81
108105,20090501,877.52
108105,20090504,907.24
108105,20090505,903.8
108105,20090506,919.53
108105,20090507,907.39
108105,20090508,929.23
108105,20090511,909.24
108105,20090512,908.35
108105,20090513,883.92
108105,20090514,893.07
108105,20090515,882.88
108105,20090518,909.71
108105,20090519,908.13
108105,20090520,903.47
108105,20090521,888.33
108105,20090522,887
108105,20090526,910.33
108105,20090527,893.06
108105,20090528,906.83
108105,20090529,919.14
108105,20090601,942.87
108105,20090602,944.74
108105,20090603,931.76
108105,20090604,942.46
108105,20090605,940.09
108105,20090608,939.14
108105,20090609,942.43
108105,20090610,939.15
108105,20090611,944.89
108105,20090612,946.21
108105,20090615,923.72
108105,20090616,911.97
108105,20090617,910.71
108105,20090618,918.37
108105,20090619,921.23
108105,20090622,893.04
108105,20090623,895.1
108105,20090624,900.94
108105,20090625,920.26
108105,20090626,918.9
108105,20090629,927.23
108105,20090630,919.32
108105,20090701,923.33
108105,20090702,896.42
108105,20090706,898.72
108105,20090707,881.03
108105,20090708,879.56
108105,20090709,882.68
108105,20090710,879.13
108105,20090713,901.05
108105,20090714,905.84
108105,20090715,932.68
108105,20090716,940.74
108105,20090717,940.38
108105,20090720,951.13
108105,20090721,954.58
108105,20090722,954.07
108105,20090723,976.29
108105,20090724,979.26
108105,20090727,982.18
108105,20090728,979.62
108105,20090729,975.15
108105,20090730,986.75
108105,20090731,987.48
108105,20090803,1002.63
108105,20090804,1005.65
108105,20090805,1002.72
108105,20090806,997.08
108105,20090807,1010.48
108105,20090810,1007.1
108105,20090811,994.35
108105,20090812,1005.81
108105,20090813,1012.73
108105,20090814,1004.09
108105,20090817,979.73
108105,20090818,989.67
108105,20090819,996.46
108105,20090820,1007.37
108105,20090821,1026.13
108105,20090824,1025.57
108105,20090825,1028
108105,20090826,1028.12
108105,20090827,1030.98
108105,20090828,1028.93
108105,20090831,1020.62
108105,20090901,998.04
108105,20090902,994.75
108105,20090903,1003.24
108105,20090904,1016.4
108105,20090908,1025.39
108105,20090909,1033.37
108105,20090910,1044.14
108105,20090911,1042.73
108105,20090914,1049.34
108105,20090915,1052.63
108105,20090916,1068.76
108105,20090917,1065.49
108105,20090918,1068.3
108105,20090921,1064.66
108105,20090922,1071.66
108105,20090923,1060.87
108105,20090924,1050.78
108105,20090925,1044.38
108105,20090928,1062.98
108105,20090929,1060.61
108105,20090930,1057.08
108105,20091001,1029.85
108105,20091002,1025.21
108105,20091005,1040.46
108105,20091006,1054.72
108105,20091007,1057.58
108105,20091008,1065.48
108105,20091009,1071.49
108105,20091012,1076.19
108105,20091013,1073.19
108105,20091014,1092.02
108105,20091015,1096.56
108105,20091016,1087.68
108105,20091019,1097.91
108105,20091020,1091.06
108105,20091021,1081.4
108105,20091022,1092.91
108105,20091023,1079.6
108105,20091026,1066.95
108105,20091027,1063.41
108105,20091028,1042.63
108105,20091029,1066.11
108105,20091030,1036.19
108105,20091102,1042.88
108105,20091103,1045.41
108105,20091104,1046.5
108105,20091105,1066.63
108105,20091106,1069.3
108105,20091109,1093.08
108105,20091110,1093.01
108105,20091111,1098.51
108105,20091112,1087.24
108105,20091113,1093.48
108105,20091116,1109.3
108105,20091117,1110.32
108105,20091118,1109.8
108105,20091119,1094.9
108105,20091120,1091.38
108105,20091123,1106.24
108105,20091124,1105.65
108105,20091125,1110.63
108105,20091127,1091.49
108105,20091130,1095.63
108105,20091201,1108.86
108105,20091202,1109.24
108105,20091203,1099.92
108105,20091204,1105.98
108105,20091207,1103.25
108105,20091208,1091.94
108105,20091209,1095.95
108105,20091210,1102.35
108105,20091211,1106.41
108105,20091214,1114.11
108105,20091215,1107.93
108105,20091216,1109.18
108105,20091217,1096.08
108105,20091218,1102.47
108105,20091221,1114.05
108105,20091222,1118.02
108105,20091223,1120.59
108105,20091224,1126.48
108105,20091228,1127.78
108105,20091229,1126.2
108105,20091230,1126.42
108105,20091231,1115.1
108105,20100104,1132.99
108105,20100105,1136.52
108105,20100106,1137.14
108105,20100107,1141.69
108105,20100108,1144.98
108105,20100111,1146.98
108105,20100112,1136.22
108105,20100113,1145.68
108105,20100114,1148.46
108105,20100115,1136.03
108105,20100119,1150.23
108105,20100120,1138.04
108105,20100121,1116.48
108105,20100122,1091.76
108105,20100125,1096.78
108105,20100126,1092.17
108105,20100127,1097.5
108105,20100128,1084.53
108105,20100129,1073.87
108105,20100201,1089.19
108105,20100202,1103.32
108105,20100203,1097.28
108105,20100204,1063.11
108105,20100205,1066.19
108105,20100208,1056.74
108105,20100209,1070.52
108105,20100210,1068.13
108105,20100211,1078.47
108105,20100212,1075.51
108105,20100216,1094.87
108105,20100217,1099.51
108105,20100218,1106.75
108105,20100219,1109.17
108105,20100222,1108.01
108105,20100223,1094.6
108105,20100224,1105.24
108105,20100225,1102.94
108105,20100226,1104.49
108105,20100301,1115.71
108105,20100302,1118.31
108105,20100303,1118.79
108105,20100304,1122.97
108105,20100305,1138.7
108105,20100308,1138.5
108105,20100309,1140.45
108105,20100310,1145.61
108105,20100311,1150.24
108105,20100312,1149.99
108105,20100315,1150.51
108105,20100316,1159.46
108105,20100317,1166.21
108105,20100318,1165.83
108105,20100319,1159.9
108105,20100322,1165.81
108105,20100323,1174.17
108105,20100324,1167.72
108105,20100325,1165.73
108105,20100326,1166.59
108105,20100329,1173.22
108105,20100330,1173.27
108105,20100331,1169.43
108105,20100401,1178.1
108105,20100405,1187.44
108105,20100406,1189.44
108105,20100407,1182.45
108105,20100408,1186.44
108105,20100409,1194.37
108105,20100412,1196.48
108105,20100413,1197.3
108105,20100414,1210.65
108105,20100415,1211.67
108105,20100416,1192.13
108105,20100419,1197.52
108105,20100420,1207.17
108105,20100421,1205.94
108105,20100422,1208.67
108105,20100423,1217.28
108105,20100426,1212.05
108105,20100427,1183.71
108105,20100428,1191.36
108105,20100429,1206.78
108105,20100430,1186.69
108105,20100503,1202.26
108105,20100504,1173.6
108105,20100505,1165.87
108105,20100506,1128.15
108105,20100507,1110.88
108105,20100510,1159.73
108105,20100511,1155.79
108105,20100512,1171.67
108105,20100513,1157.44
108105,20100514,1135.68
108105,20100517,1136.94
108105,20100518,1120.8
108105,20100519,1115.05
108105,20100520,1071.59
108105,20100521,1087.69
108105,20100524,1073.65
108105,20100525,1074.03
108105,20100526,1067.95
108105,20100527,1103.06
108105,20100528,1089.41
108105,20100601,1070.71
108105,20100602,1098.38
108105,20100603,1102.83
108105,20100604,1064.88
108105,20100607,1050.47
108105,20100608,1062
108105,20100609,1055.69
108105,20100610,1086.84
108105,20100611,1091.6
108105,20100614,1089.63
108105,20100615,1115.23
108105,20100616,1114.61
108105,20100617,1116.04
108105,20100618,1117.51
108105,20100621,1113.2
108105,20100622,1095.31
108105,20100623,1092.04
108105,20100624,1073.69
108105,20100625,1076.76
108105,20100628,1074.57
108105,20100629,1041.24
108105,20100630,1030.71
108105,20100701,1027.37
108105,20100702,1022.58
108105,20100706,1028.06
108105,20100707,1060.27
108105,20100708,1070.25
108105,20100709,1077.96
108105,20100712,1078.75
108105,20100713,1095.34
108105,20100714,1095.17
108105,20100715,1096.48
108105,20100716,1064.88
108105,20100719,1071.25
108105,20100720,1083.48
108105,20100721,1069.59
108105,20100722,1093.67
108105,20100723,1102.66
108105,20100726,1115.01
108105,20100727,1113.84
108105,20100728,1106.13
108105,20100729,1101.53
108105,20100730,1101.6
108105,20100802,1125.86
108105,20100803,1120.46
108105,20100804,1127.24
108105,20100805,1125.81
108105,20100806,1121.64
108105,20100809,1127.79
108105,20100810,1121.06
108105,20100811,1089.47
108105,20100812,1083.61
108105,20100813,1079.25
108105,20100816,1079.38
108105,20100817,1092.54
108105,20100818,1094.16
108105,20100819,1075.63
108105,20100820,1071.69
108105,20100823,1067.36
108105,20100824,1051.87
108105,20100825,1055.33
108105,20100826,1047.22
108105,20100827,1064.59
108105,20100830,1048.92
108105,20100831,1049.33
108105,20100901,1080.29
108105,20100902,1090.1
108105,20100903,1104.51
108105,20100907,1091.84
108105,20100908,1098.87
108105,20100909,1104.18
108105,20100910,1109.55
108105,20100913,1121.9
108105,20100914,1121.1
108105,20100915,1125.07
108105,20100916,1124.66
108105,20100917,1125.59
108105,20100920,1142.71
108105,20100921,1139.78
108105,20100922,1134.28
108105,20100923,1124.83
108105,20100924,1148.67
108105,20100927,1142.16
108105,20100928,1147.7
108105,20100929,1144.73
108105,20100930,1141.2
108105,20101001,1146.24
108105,20101004,1137.03
108105,20101005,1160.75
108105,20101006,1159.97
108105,20101007,1158.06
108105,20101008,1165.15
108105,20101011,1165.32
108105,20101012,1169.77
108105,20101013,1178.1
108105,20101014,1173.81
108105,20101015,1176.19
108105,20101018,1184.71
108105,20101019,1165.9
108105,20101020,1178.17
108105,20101021,1180.26
108105,20101022,1183.08
108105,20101025,1185.62
108105,20101026,1185.64
108105,20101027,1182.45
108105,20101028,1183.78
108105,20101029,1183.26
108105,20101101,1184.38
108105,20101102,1193.57
108105,20101103,1197.96
108105,20101104,1221.06
108105,20101105,1225.85
108105,20101108,1223.25
108105,20101109,1213.4
108105,20101110,1218.71
108105,20101111,1213.54
108105,20101112,1199.21
108105,20101115,1197.75
108105,20101116,1178.34
108105,20101117,1178.59
108105,20101118,1196.69
108105,20101119,1199.73
108105,20101122,1197.84
108105,20101123,1180.73
108105,20101124,1198.35
108105,20101126,1189.4
108105,20101129,1187.76
108105,20101130,1180.55
108105,20101201,1206.07
108105,20101202,1221.53
108105,20101203,1224.71
108105,20101206,1223.12
108105,20101207,1223.75
108105,20101208,1228.28
108105,20101209,1233
108105,20101210,1240.4
108105,20101213,1240.46
108105,20101214,1241.59
108105,20101215,1235.23
108105,20101216,1242.87
108105,20101217,1243.91
108105,20101220,1247.08
108105,20101221,1254.6
108105,20101222,1258.84
108105,20101223,1256.77
108105,20101227,1257.54
108105,20101228,1258.51
108105,20101229,1259.78
108105,20101230,1257.88
108105,20101231,1257.64
108105,20110103,1271.89
108105,20110104,1270.2
108105,20110105,1276.56
108105,20110106,1273.85
108105,20110107,1271.5
108105,20110110,1269.75
108105,20110111,1274.48
108105,20110112,1285.96
108105,20110113,1283.76
108105,20110114,1293.24
108105,20110118,1295.02
108105,20110119,1281.92
108105,20110120,1280.26
108105,20110121,1283.35
108105,20110124,1290.84
108105,20110125,1291.18
108105,20110126,1296.63
108105,20110127,1299.54
108105,20110128,1276.34
108105,20110131,1286.12
108105,20110201,1307.59
108105,20110202,1304.03
108105,20110203,1307.1
108105,20110204,1310.87
108105,20110207,1319.05
108105,20110208,1324.57
108105,20110209,1320.88
108105,20110210,1321.87
108105,20110211,1329.15
108105,20110214,1332.32
108105,20110215,1328.01
108105,20110216,1336.32
108105,20110217,1340.43
108105,20110218,1343.01
108105,20110222,1315.44
108105,20110223,1307.4
108105,20110224,1306.1
108105,20110225,1319.88
108105,20110228,1327.22
108105,20110301,1306.33
108105,20110302,1308.44
108105,20110303,1330.97
108105,20110304,1321.15
108105,20110307,1310.13
108105,20110308,1321.82
108105,20110309,1320.02
108105,20110310,1295.11
108105,20110311,1304.28
108105,20110314,1296.39
108105,20110315,1281.87
108105,20110316,1256.88
108105,20110317,1273.72
108105,20110318,1279.2
108105,20110321,1298.38
108105,20110322,1293.77
108105,20110323,1297.54
108105,20110324,1309.66
108105,20110325,1313.8
108105,20110328,1310.19
108105,20110329,1319.44
108105,20110330,1328.26
108105,20110331,1325.83
108105,20110401,1332.41
108105,20110404,1332.87
108105,20110405,1332.63
108105,20110406,1335.54
108105,20110407,1333.51
108105,20110408,1328.17
108105,20110411,1324.46
108105,20110412,1314.16
108105,20110413,1314.41
108105,20110414,1314.52
108105,20110415,1319.68
108105,20110418,1305.14
108105,20110419,1312.62
108105,20110420,1330.36
108105,20110421,1337.38
108105,20110425,1335.25
108105,20110426,1347.24
108105,20110427,1355.66
108105,20110428,1360.48
108105,20110429,1363.61
108105,20110502,1361.22
108105,20110503,1356.62
108105,20110504,1347.32
108105,20110505,1335.1
108105,20110506,1340.2
108105,20110509,1346.29
108105,20110510,1357.16
108105,20110511,1342.08
108105,20110512,1348.65
108105,20110513,1337.77
108105,20110516,1329.47
108105,20110517,1328.98
108105,20110518,1340.68
108105,20110519,1343.6
108105,20110520,1333.27
108105,20110523,1317.37
108105,20110524,1316.28
108105,20110525,1320.47
108105,20110526,1325.69
108105,20110527,1331.1
108105,20110531,1345.2
108105,20110601,1314.55
108105,20110602,1312.94
108105,20110603,1300.16
108105,20110606,1286.17
108105,20110607,1284.94
108105,20110608,1279.56
108105,20110609,1289
108105,20110610,1270.98
108105,20110613,1271.83
108105,20110614,1287.87
108105,20110615,1265.42
108105,20110616,1267.64
108105,20110617,1271.5
108105,20110620,1278.36
108105,20110621,1295.52
108105,20110622,1287.14
108105,20110623,1283.5
108105,20110624,1268.45
108105,20110627,1280.1
108105,20110628,1296.67
108105,20110629,1307.41
108105,20110630,1320.64
108105,20110701,1339.67
108105,20110705,1337.88
108105,20110706,1339.22
108105,20110707,1353.22
108105,20110708,1343.8
108105,20110711,1319.49
108105,20110712,1313.64
108105,20110713,1317.72
108105,20110714,1308.87
108105,20110715,1316.14
108105,20110718,1305.44
108105,20110719,1326.73
108105,20110720,1325.84
108105,20110721,1343.8
108105,20110722,1345.02
108105,20110725,1337.43
108105,20110726,1331.94
108105,20110727,1304.89
108105,20110728,1300.67
108105,20110729,1292.28
108105,20110801,1286.94
108105,20110802,1254.05
108105,20110803,1260.34
108105,20110804,1200.07
108105,20110805,1199.38
108105,20110808,1119.46
108105,20110809,1172.53
108105,20110810,1120.76
108105,20110811,1172.64
108105,20110812,1178.81
108105,20110815,1204.49
108105,20110816,1192.76
108105,20110817,1193.89
108105,20110818,1140.65
108105,20110819,1123.53
108105,20110822,1123.82
108105,20110823,1162.35
108105,20110824,1177.6
108105,20110825,1159.27
108105,20110826,1176.8
108105,20110829,1210.08
108105,20110830,1212.92
108105,20110831,1218.89
108105,20110901,1204.42
108105,20110902,1173.97
108105,20110906,1165.24
108105,20110907,1198.62
108105,20110908,1185.9
108105,20110909,1154.23
108105,20110912,1162.27
108105,20110913,1172.87
108105,20110914,1188.68
108105,20110915,1209.11
108105,20110916,1216.01
108105,20110919,1204.09
108105,20110920,1202.09
108105,20110921,1166.76
108105,20110922,1129.56
108105,20110923,1136.43
108105,20110926,1162.95
108105,20110927,1175.38
108105,20110928,1151.06
108105,20110929,1160.4
108105,20110930,1131.42
108105,20111003,1099.23
108105,20111004,1123.95
108105,20111005,1144.03
108105,20111006,1164.97
108105,20111007,1155.46
108105,20111010,1194.89
108105,20111011,1195.54
108105,20111012,1207.25
108105,20111013,1203.66
108105,20111014,1224.58
108105,20111017,1200.86
108105,20111018,1225.38
108105,20111019,1209.88
108105,20111020,1215.39
108105,20111021,1238.25
108105,20111024,1254.19
108105,20111025,1229.05
108105,20111026,1242
108105,20111027,1284.59
108105,20111028,1285.09
108105,20111031,1253.3
108105,20111101,1218.28
108105,20111102,1237.9
108105,20111103,1261.15
108105,20111104,1253.23
108105,20111107,1261.12
108105,20111108,1275.92
108105,20111109,1229.1
108105,20111110,1239.7
108105,20111111,1263.85
108105,20111114,1251.78
108105,20111115,1257.81
108105,20111116,1236.91
108105,20111117,1216.13
108105,20111118,1215.65
108105,20111121,1192.98
108105,20111122,1188.04
108105,20111123,1161.79
108105,20111125,1158.67
108105,20111128,1192.55
108105,20111129,1195.19
108105,20111130,1246.96
108105,20111201,1244.58
108105,20111202,1244.28
108105,20111205,1257.08
108105,20111206,1258.47
108105,20111207,1261.01
108105,20111208,1234.35
108105,20111209,1255.19
108105,20111212,1236.47
108105,20111213,1225.73
108105,20111214,1211.82
108105,20111215,1215.75
108105,20111216,1219.66
108105,20111219,1205.35
108105,20111220,1241.3
108105,20111221,1243.72
108105,20111222,1254
108105,20111223,1265.33
108105,20111227,1265.43
108105,20111228,1249.64
108105,20111229,1263.02
108105,20111230,1257.6
108105,20120103,1277.06
108105,20120104,1277.3
108105,20120105,1281.06
108105,20120106,1277.81
108105,20120109,1280.7
108105,20120110,1292.08
108105,20120111,1292.48
108105,20120112,1295.5
108105,20120113,1289.09
108105,20120117,1293.67
108105,20120118,1308.04
108105,20120119,1314.5
108105,20120120,1315.38
108105,20120123,1316
108105,20120124,1314.65
108105,20120125,1326.06
108105,20120126,1318.43
108105,20120127,1316.33
108105,20120130,1313.01
108105,20120131,1312.41
108105,20120201,1324.09
108105,20120202,1325.54
108105,20120203,1344.9
108105,20120206,1344.33
108105,20120207,1347.05
108105,20120208,1349.96
108105,20120209,1351.95
108105,20120210,1342.64
108105,20120213,1351.77
108105,20120214,1350.5
108105,20120215,1343.23
108105,20120216,1358.04
108105,20120217,1361.23
108105,20120221,1362.21
108105,20120222,1357.66
108105,20120223,1363.46
108105,20120224,1365.74
108105,20120227,1367.59
108105,20120228,1372.18
108105,20120229,1365.68
108105,20120301,1374.09
108105,20120302,1369.63
108105,20120305,1364.33
108105,20120306,1343.36
108105,20120307,1352.63
108105,20120308,1365.91
108105,20120309,1370.87
108105,20120312,1371.09
108105,20120313,1395.95
108105,20120314,1394.28
108105,20120315,1402.6
108105,20120316,1404.17
108105,20120319,1409.75
108105,20120320,1405.52
108105,20120321,1402.89
108105,20120322,1392.78
108105,20120323,1397.11
108105,20120326,1416.51
108105,20120327,1412.52
108105,20120328,1405.54
108105,20120329,1403.28
108105,20120330,1408.47
108105,20120402,1419.04
108105,20120403,1413.38
108105,20120404,1398.96
108105,20120405,1398.08
108105,20120409,1382.2
108105,20120410,1358.59
108105,20120411,1368.71
108105,20120412,1387.57
108105,20120413,1370.26
108105,20120416,1369.57
108105,20120417,1390.78
108105,20120418,1385.14
108105,20120419,1376.92
108105,20120420,1378.53
108105,20120423,1366.94
108105,20120424,1371.97
108105,20120425,1390.69
108105,20120426,1399.98
108105,20120427,1403.36
108105,20120430,1397.91
108105,20120501,1405.82
108105,20120502,1402.31
108105,20120503,1391.57
108105,20120504,1369.1
108105,20120507,1369.58
108105,20120508,1363.72
108105,20120509,1354.58
108105,20120510,1357.99
108105,20120511,1353.39
108105,20120514,1338.35
108105,20120515,1330.66
108105,20120516,1324.8
108105,20120517,1304.86
108105,20120518,1295.22
108105,20120521,1315.99
108105,20120522,1316.63
108105,20120523,1318.86
108105,20120524,1320.68
108105,20120525,1317.82
108105,20120529,1332.42
108105,20120530,1313.32
108105,20120531,1310.33
108105,20120601,1278.04
108105,20120604,1278.18
108105,20120605,1285.5
108105,20120606,1315.13
108105,20120607,1314.99
108105,20120608,1325.66
108105,20120611,1308.93
108105,20120612,1324.18
108105,20120613,1314.88
108105,20120614,1329.1
108105,20120615,1342.84
108105,20120618,1344.78
108105,20120619,1357.98
108105,20120620,1355.69
108105,20120621,1325.51
108105,20120622,1335.02
108105,20120625,1313.72
108105,20120626,1319.99
108105,20120627,1331.85
108105,20120628,1329.04
108105,20120629,1362.16
108105,20120702,1365.51
108105,20120703,1374.02
108105,20120705,1367.58
108105,20120706,1354.68
108105,20120709,1352.46
108105,20120710,1341.47
108105,20120711,1341.45
108105,20120712,1334.76
108105,20120713,1356.78
108105,20120716,1353.64
108105,20120717,1363.67
108105,20120718,1372.78
108105,20120719,1376.51
108105,20120720,1362.66
108105,20120723,1350.52
108105,20120724,1338.31
108105,20120725,1337.89
108105,20120726,1360.02
108105,20120727,1385.97
108105,20120730,1385.3
108105,20120731,1379.32
108105,20120801,1375.32
108105,20120802,1365
108105,20120803,1390.99
108105,20120806,1394.23
108105,20120807,1401.35
108105,20120808,1402.22
108105,20120809,1402.8
108105,20120810,1405.87
108105,20120813,1404.11
108105,20120814,1403.93
108105,20120815,1405.53
108105,20120816,1415.51
108105,20120817,1418.16
108105,20120820,1418.13
108105,20120821,1413.17
108105,20120822,1413.49
108105,20120823,1402.08
108105,20120824,1411.13
108105,20120827,1410.44
108105,20120828,1409.3
108105,20120829,1410.49
108105,20120830,1399.48
108105,20120831,1406.58
108105,20120904,1404.94
108105,20120905,1403.44
108105,20120906,1432.12
108105,20120907,1437.92
108105,20120910,1429.08
108105,20120911,1433.56
108105,20120912,1436.56
